type,time,file_count,usb_flag,login_hour
login,1712246000,8,0,17
login,1712382091,5,0,11
login,1712382182,1,0,11
login,1712298147,28,1,23
file_access,1712376352,4,0,12
login,1712362405,7,0,11
file_access,1712382546,40,1,3
file_access,1712302357,20,1,1
file_access,1712244176,3,0,8
file_access,1712242189,8,0,16
login,1712370850,4,0,10
login,1712385012,2,0,13
login,1712284504,3,0,17
login,1712369092,2,0,17
login,1712435638,1,0,16
login,1712355155,6,0,9
file_access,1712385472,2,0,15
login,1712270595,16,1,0
file_access,1712270630,1,0,16
login,1712397862,8,0,8
file_access,1712319180,3,0,9
file_access,1712369764,5,0,9
file_access,1712355694,3,0,14
file_access,1712363863,5,0,17
file_access,1712262744,6,0,8
file_access,1712258725,4,0,10
file_access,1712396522,7,0,9
file_access,1712372295,3,0,8
file_access,1712301400,36,1,2
file_access,1712437393,37,0,2
login,1712368490,31,1,3
file_access,1712403100,1,0,12
login,1712307696,4,0,17
file_access,1712283353,1,0,18
file_access,1712389162,3,0,18
file_access,1712277330,5,0,16
login,1712428032,8,0,10
login,1712399626,7,0,18
file_access,1712252988,3,0,12
file_access,1712253014,2,0,16
file_access,1712430520,1,0,13
login,1712253066,4,0,11
file_access,1712432788,4,0,15
login,1712279677,21,0,2
file_access,1712396224,1,0,8
file_access,1712355420,7,0,17
login,1712335036,5,0,11
login,1712240940,5,0,11
file_access,1712261440,4,0,18
login,1712245078,3,0,10
login,1712292250,7,0,16
login,1712419457,7,0,17
file_access,1712444188,3,0,17
login,1712321127,8,0,17
login,1712411562,4,0,13
login,1712331520,6,0,11
login,1712313080,5,0,9
file_access,1712446840,31,1,1
login,1712440786,3,0,16
file_access,1712426490,7,0,14
login,1712420420,1,0,16
login,1712371063,2,0,18
login,1712381456,5,0,14
login,1712428993,6,0,10
login,1712375440,4,0,13
login,1712398240,4,0,18
file_access,1712427260,1,0,15
login,1712361226,6,0,12
file_access,1712295128,1,0,17
file_access,1712295174,16,1,3
login,1712438050,6,0,17
file_access,1712318047,4,0,17
file_access,1712405128,6,0,10
file_access,1712353402,2,0,10
login,1712392882,3,0,15
login,1712438625,28,0,1
login,1712430436,7,0,11
login,1712395238,20,1,22
login,1712389098,5,0,11
login,1712345530,5,0,11
file_access,1712272800,3,0,12
login,1712447639,1,0,16
login,1712245804,19,1,1
file_access,1712381221,5,0,16
login,1712400064,2,0,10
login,1712356375,5,0,10
file_access,1712433632,1,0,12
login,1712302263,26,0,22
file_access,1712392096,7,0,9
file_access,1712429790,6,0,18
login,1712444530,17,0,23
file_access,1712363098,5,0,15
login,1712277404,2,0,10
file_access,1712430230,3,0,9
login,1712396836,1,0,13
file_access,1712325700,7,0,18
login,1712279648,8,0,14
login,1712420185,6,0,16
file_access,1712365742,8,0,10
login,1712307049,5,0,17
file_access,1712332300,1,0,15
file_access,1712439514,3,0,11
file_access,1712431220,8,0,8
login,1712271502,7,0,8
file_access,1712372528,7,0,14
login,1712248415,3,0,14
file_access,1712450614,5,0,16
login,1712305350,4,0,16
login,1712425556,3,0,15
file_access,1712400355,8,0,12
file_access,1712320270,1,0,12
login,1712408989,5,0,13
login,1712392192,3,0,16
login,1712436656,7,0,8
file_access,1712390260,4,0,11
login,1712360740,2,0,15
file_access,1712331192,26,0,23
file_access,1712409583,6,0,11
login,1712373676,2,0,12
login,1712333497,4,0,15
file_access,1712333560,3,0,10
file_access,1712395132,36,1,22
file_access,1712361272,3,0,17
login,1712331626,5,0,15
file_access,1712367796,3,0,17
file_access,1712446500,4,0,12
file_access,1712319056,8,0,12
file_access,1712397811,8,0,12
login,1712453232,8,0,15
file_access,1712389481,2,0,14
login,1712283070,21,1,22
file_access,1712415231,1,0,10
login,1712253300,4,0,9
file_access,1712255458,4,0,12
login,1712392060,1,0,18
file_access,1712375070,4,0,9
file_access,1712347384,7,0,18
login,1712338905,8,0,12
login,1712304762,32,1,1
file_access,1712401066,1,0,13
login,1712300580,7,0,16
login,1712396972,2,0,17
login,1712326378,8,0,15
file_access,1712305007,1,0,16
file_access,1712251456,4,0,15
login,1712405920,4,0,10
file_access,1712382410,1,0,16
file_access,1712453346,4,0,9
login,1712434132,7,0,13
file_access,1712255874,2,0,15
file_access,1712380600,1,0,10
file_access,1712374231,3,0,13
file_access,1712279624,3,0,14
file_access,1712277508,8,0,11
file_access,1712441248,3,0,12
login,1712426275,8,0,8
file_access,1712378948,2,0,12
login,1712344519,2,0,10
file_access,1712458960,3,0,17
login,1712342494,2,0,15
login,1712457040,2,0,17
file_access,1712288601,5,0,9
file_access,1712323234,4,0,11
file_access,1712401159,2,0,12
file_access,1712286560,5,0,10
file_access,1712327735,18,1,22
file_access,1712325628,32,0,3
login,1712301849,6,0,12
login,1712336584,8,0,17
file_access,1712260732,4,0,15
login,1712419170,5,0,9
file_access,1712256446,7,0,11
login,1712456296,6,0,11
login,1712321688,3,0,8
file_access,1712397834,3,0,10
login,1712437075,5,0,18
file_access,1712435008,38,0,23
login,1712398107,5,0,16
file_access,1712339392,27,1,3
login,1712459301,16,1,1
file_access,1712256680,33,1,2
login,1712387566,2,0,10
file_access,1712317828,8,0,14
file_access,1712385555,2,0,18
file_access,1712422768,1,0,14
login,1712287400,4,0,8
file_access,1712342090,6,0,17
login,1712420887,8,0,18
login,1712414424,5,0,11
login,1712432034,4,0,17
file_access,1712245990,4,0,11
file_access,1712353370,4,0,18
file_access,1712403856,2,0,9
login,1712421493,3,0,9
file_access,1712362356,8,0,8
file_access,1712281215,7,0,13
file_access,1712382268,1,0,14
login,1712259319,1,0,10
login,1712351662,7,0,14
login,1712248378,7,0,8
file_access,1712340800,8,0,15
file_access,1712312251,7,0,16
login,1712358544,3,0,14
file_access,1712389458,5,0,17
login,1712435828,8,0,11
file_access,1712323480,25,1,3
file_access,1712464720,6,0,17
file_access,1712392009,2,0,18
file_access,1712458336,27,0,1
file_access,1712407646,4,0,13
login,1712345860,4,0,17
file_access,1712248642,31,1,22
file_access,1712376960,3,0,13
file_access,1712266390,5,0,11
file_access,1712290774,4,0,9
file_access,1712343975,8,0,16
login,1712379496,8,0,12
login,1712381794,15,1,2
login,1712386312,5,0,10
file_access,1712308731,4,0,18
login,1712322100,2,0,18
login,1712295503,4,0,14
login,1712459974,1,0,10
file_access,1712266690,2,0,15
login,1712466880,1,0,17
login,1712373550,7,0,16
file_access,1712289040,2,0,14
login,1712322485,1,0,12
login,1712349276,5,0,13
file_access,1712342656,1,0,12
login,1712275820,4,0,18
login,1712434255,5,0,16
login,1712298208,8,0,11
file_access,1712429999,3,0,16
file_access,1712450208,6,0,13
login,1712354215,1,0,14
file_access,1712260372,31,0,22
login,1712269347,6,0,13
file_access,1712325328,25,0,2
file_access,1712276126,8,0,15
file_access,1712249280,31,0,23
file_access,1712399449,3,0,10
file_access,1712305374,15,0,3
file_access,1712269533,6,0,10
file_access,1712348104,7,0,8
login,1712370620,6,0,10
login,1712345990,1,0,14
login,1712388748,6,0,10
login,1712303408,1,0,8
file_access,1712265221,1,0,17
login,1712456500,34,1,0
login,1712393586,1,0,18
login,1712467988,6,0,9
file_access,1712443324,2,0,12
login,1712371304,38,0,1
login,1712441285,7,0,12
login,1712362432,5,0,18
file_access,1712301565,5,0,16
file_access,1712290320,1,0,17
file_access,1712371684,1,0,15
login,1712288140,2,0,18
login,1712376358,1,0,13
file_access,1712412628,5,0,16
login,1712279205,28,0,2
file_access,1712385648,25,0,0
login,1712471800,2,0,17
login,1712428866,33,1,22
login,1712453904,2,0,17
login,1712274844,7,0,9
login,1712324795,3,0,15
file_access,1712433810,19,1,23
file_access,1712329447,4,0,10
login,1712354496,5,0,17
login,1712277282,3,0,14
file_access,1712356906,29,1,22
file_access,1712454800,4,0,15
file_access,1712336560,3,0,17
login,1712441362,2,0,9
file_access,1712316178,5,0,11
login,1712468922,3,0,18
file_access,1712459920,4,0,16
login,1712320893,19,0,1
file_access,1712286716,8,0,16
login,1712334697,5,0,10
login,1712254816,7,0,10
login,1712305110,19,1,23
file_access,1712280010,6,0,11
file_access,1712430987,5,0,18
login,1712318976,6,0,15
file_access,1712316739,8,0,13
login,1712406100,5,0,10
file_access,1712474920,17,0,23
login,1712346688,6,0,16
login,1712314650,2,0,11
file_access,1712468398,5,0,15
login,1712362945,2,0,11
login,1712296432,2,0,11
file_access,1712356196,40,1,1
login,1712411416,5,0,9
login,1712404611,6,0,18
login,1712331100,1,0,11
login,1712296642,5,0,12
login,1712467032,1,0,12
login,1712379634,4,0,12
login,1712340544,1,0,8
file_access,1712421280,7,0,17
file_access,1712379868,4,0,16
login,1712285359,38,0,3
file_access,1712331556,5,0,16
file_access,1712400883,3,0,9
file_access,1712472580,5,0,9
file_access,1712389502,6,0,14
file_access,1712255488,4,0,18
file_access,1712334154,8,0,17
login,1712375864,3,0,13
file_access,1712285655,7,0,11
file_access,1712320432,8,0,8
file_access,1712290363,2,0,11
file_access,1712285766,2,0,17
file_access,1712366968,1,0,8
login,1712288160,3,0,10
file_access,1712288198,3,0,18
file_access,1712478640,1,0,17
login,1712304535,3,0,9
login,1712346412,6,0,18
file_access,1712313925,7,0,11
login,1712430274,8,0,12
login,1712397795,7,0,18
login,1712274496,1,0,17
file_access,1712428242,8,0,9
file_access,1712379410,39,0,2
file_access,1712344522,3,0,11
login,1712458852,6,0,15
file_access,1712302652,7,0,12
file_access,1712344708,6,0,13
file_access,1712389135,3,0,12
file_access,1712351840,1,0,8
login,1712319187,8,0,12
login,1712391716,5,0,10
login,1712279526,39,1,22
login,1712434000,6,0,18
login,1712256184,7,0,15
login,1712288996,1,0,13
login,1712338237,5,0,10
login,1712432056,4,0,9
file_access,1712331320,4,0,8
login,1712481520,2,0,10
login,1712324391,2,0,13
login,1712430104,25,0,1
file_access,1712437249,3,0,16
file_access,1712380950,4,0,15
file_access,1712362219,4,0,10
login,1712482240,38,1,2
login,1712308238,5,0,9
login,1712336532,8,0,15
file_access,1712251810,8,0,13
file_access,1712268324,23,0,1
file_access,1712381489,32,0,23
login,1712379208,1,0,10
file_access,1712384002,5,0,14
login,1712391160,2,0,13
file_access,1712256664,5,0,14
file_access,1712455096,1,0,11
file_access,1712266164,6,0,9
login,1712341840,4,0,12
login,1712363185,1,0,9
login,1712427136,4,0,13
file_access,1712379892,8,0,14
file_access,1712458112,35,1,0
file_access,1712387151,5,0,10
file_access,1712346940,7,0,16
login,1712254533,6,0,15
login,1712275904,6,0,10
login,1712446792,1,0,18
file_access,1712473010,24,0,1
login,1712363875,4,0,18
file_access,1712382952,5,0,15
login,1712402045,4,0,15
file_access,1712475848,8,0,16
file_access,1712302297,1,0,17
login,1712357080,7,0,15
file_access,1712390480,2,0,9
login,1712466784,28,1,3
login,1712371576,8,0,16
file_access,1712343040,8,0,10
login,1712481430,6,0,8
file_access,1712266808,1,0,14
file_access,1712340833,3,0,9
login,1712326564,8,0,13
login,1712309894,8,0,17
login,1712462900,3,0,9
login,1712309986,4,0,15
login,1712465512,38,0,3
file_access,1712343580,7,0,9
login,1712276608,8,0,10
login,1712331725,4,0,12
file_access,1712283860,6,0,9
login,1712269513,7,0,12
login,1712408626,7,0,9
file_access,1712334344,8,0,12
login,1712327200,6,0,17
file_access,1712272030,2,0,11
file_access,1712252844,1,0,18
file_access,1712344180,6,0,15
file_access,1712298564,3,0,8
file_access,1712481385,2,0,11
file_access,1712293834,4,0,10
file_access,1712325164,8,0,13
login,1712296320,7,0,14
file_access,1712371039,4,0,12
login,1712306040,7,0,13
file_access,1712322961,1,0,14
file_access,1712248240,4,0,12
file_access,1712301346,1,0,9
login,1712279662,3,0,16
file_access,1712443915,1,0,9
login,1712270064,6,0,18
login,1712393360,5,0,18
login,1712400694,6,0,15
file_access,1712364492,35,1,0
file_access,1712391180,8,0,18
file_access,1712386417,26,1,22
login,1712466420,39,1,1
login,1712342957,3,0,10
login,1712355136,1,0,17
login,1712449775,8,0,13
login,1712432896,5,0,14
login,1712474251,3,0,18
file_access,1712297120,2,0,13
file_access,1712447758,2,0,12
login,1712443000,3,0,13
file_access,1712367739,1,0,9
file_access,1712362944,15,0,1
login,1712285155,6,0,8
file_access,1712311964,6,0,18
file_access,1712331490,19,1,23
file_access,1712438728,2,0,18
login,1712268236,6,0,16
login,1712363346,4,0,9
file_access,1712253658,7,0,9
file_access,1712475720,3,0,13
file_access,1712395280,3,0,11
file_access,1712280586,8,0,17
login,1712261075,2,0,11
login,1712307536,4,0,13
file_access,1712429830,5,0,17
login,1712336976,5,0,12
login,1712310115,23,1,1
login,1712266096,8,0,9
file_access,1712410614,4,0,16
login,1712420500,4,0,11
file_access,1712354413,8,0,18
file_access,1712371640,4,0,17
login,1712249060,6,0,17
file_access,1712492026,2,0,13
login,1712487235,2,0,16
login,1712276136,8,0,11
login,1712295823,8,0,15
login,1712322900,3,0,18
login,1712379507,15,0,22
login,1712475520,3,0,18
login,1712332894,2,0,13
file_access,1712367416,2,0,9
file_access,1712357632,2,0,15
file_access,1712259136,33,1,1
file_access,1712416920,16,0,1
file_access,1712303572,5,0,14
login,1712471370,5,0,11
login,1712372760,4,0,9
login,1712439493,21,0,22
file_access,1712456880,7,0,10
login,1712439687,4,0,17
login,1712264272,2,0,12
file_access,1712491814,4,0,17
file_access,1712358336,16,0,1
file_access,1712326225,5,0,13
login,1712346084,2,0,12
login,1712296603,6,0,15
file_access,1712259472,2,0,13
login,1712284286,40,1,22
login,1712274400,5,0,15
file_access,1712388556,7,0,9
login,1712336510,1,0,15
file_access,1712378776,1,0,16
login,1712455852,6,0,14
login,1712458440,6,0,15
file_access,1712391422,4,0,17
login,1712446213,2,0,10
login,1712466216,6,0,11
file_access,1712438944,6,0,13
file_access,1712406670,2,0,9
file_access,1712337005,5,0,18
file_access,1712496548,5,0,14
login,1712312185,7,0,15
file_access,1712337170,5,0,10
login,1712427045,34,0,0
file_access,1712449600,6,0,17
login,1712409748,35,1,23
login,1712357374,5,0,8
file_access,1712302459,2,0,18
login,1712460000,4,0,8
file_access,1712497619,3,0,10
login,1712320096,22,1,23
login,1712272587,3,0,9
login,1712317688,7,0,8
login,1712463025,8,0,14
file_access,1712397974,3,0,12
file_access,1712393039,16,0,23
login,1712445784,6,0,11
file_access,1712425810,1,0,17
login,1712307930,39,0,3
file_access,1712370748,3,0,12
file_access,1712395936,5,0,13
file_access,1712277903,4,0,10
file_access,1712468998,33,0,2
login,1712436410,1,0,14
file_access,1712449084,7,0,17
file_access,1712431564,6,0,13
login,1712328418,4,0,9
login,1712499761,8,0,9
login,1712411680,8,0,9
file_access,1712315966,7,0,13
file_access,1712479942,5,0,9
file_access,1712288305,6,0,13
file_access,1712306008,1,0,16
login,1712417150,6,0,14
file_access,1712417236,5,0,14
file_access,1712298553,5,0,12
login,1712296064,8,0,10
login,1712498422,7,0,13
login,1712422640,25,1,3
login,1712430321,6,0,13
login,1712460796,6,0,15
login,1712476097,6,0,18
file_access,1712496478,8,0,18
file_access,1712331820,6,0,18
login,1712440920,7,0,16
login,1712466385,8,0,11
file_access,1712380198,6,0,12
file_access,1712263475,6,0,11
login,1712281280,2,0,9
login,1712499838,35,1,22
login,1712347436,1,0,14
file_access,1712388182,3,0,18
file_access,1712324656,1,0,13
login,1712301800,3,0,18
file_access,1712345122,8,0,12
file_access,1712459794,38,1,0
file_access,1712454800,2,0,12
file_access,1712485488,32,0,0
login,1712309650,35,0,2
login,1712251020,8,0,10
login,1712335256,7,0,15
file_access,1712325097,17,1,1
login,1712473278,4,0,13
file_access,1712458055,1,0,13
file_access,1712299684,7,0,16
file_access,1712368762,5,0,11
login,1712261392,5,0,9
login,1712266534,4,0,15
login,1712450880,7,0,13
file_access,1712274269,4,0,8
login,1712276860,24,0,2
file_access,1712389662,16,1,1
login,1712415376,4,0,18
login,1712315425,1,0,14
login,1712333432,5,0,14
login,1712318082,3,0,15
file_access,1712490184,8,0,16
login,1712274501,3,0,16
file_access,1712292520,3,0,16
login,1712469955,5,0,9
login,1712436624,6,0,10
file_access,1712295201,4,0,13
login,1712449678,33,0,23
file_access,1712274675,4,0,11
login,1712491088,8,0,12
login,1712318542,17,1,22
file_access,1712259294,7,0,17
file_access,1712439847,6,0,10
login,1712499280,6,0,10
file_access,1712272268,4,0,9
file_access,1712256804,1,0,10
login,1712256826,7,0,13
login,1712378296,6,0,13
login,1712313740,4,0,18
login,1712293096,23,1,23
file_access,1712378503,2,0,8
login,1712267288,1,0,17
login,1712342395,23,0,1
file_access,1712427920,2,0,9
file_access,1712438372,3,0,9
file_access,1712308864,1,0,11
login,1712441149,8,0,16
login,1712262256,1,0,13
login,1712316775,7,0,8
login,1712394700,8,0,11
file_access,1712462297,1,0,12
file_access,1712400046,34,0,2
login,1712379331,25,0,0
file_access,1712436600,1,0,18
file_access,1712309242,19,0,22
file_access,1712397752,6,0,14
file_access,1712465506,4,0,16
file_access,1712429152,2,0,10
file_access,1712322435,5,0,16
login,1712358966,4,0,15
login,1712478949,27,1,1
login,1712306928,1,0,8
login,1712408720,4,0,15
login,1712398360,1,0,15
login,1712254831,7,0,8
login,1712406348,1,0,9
file_access,1712497882,2,0,15
file_access,1712484926,6,0,15
file_access,1712288910,2,0,13
login,1712286328,7,0,13
login,1712364871,4,0,18
file_access,1712414676,6,0,11
file_access,1712401663,8,0,10
login,1712501300,1,0,15
file_access,1712391333,4,0,12
login,1712504152,4,0,18
file_access,1712328527,3,0,12
login,1712297088,5,0,9
file_access,1712515000,17,1,23
login,1712444218,36,1,0
login,1712386517,4,0,8
login,1712468056,21,1,22
file_access,1712257838,4,0,18
file_access,1712281530,1,0,9
file_access,1712484148,8,0,14
file_access,1712371080,7,0,12
login,1712394842,1,0,16
file_access,1712355406,4,0,14
login,1712434515,27,0,2
login,1712400336,5,0,13
file_access,1712334487,2,0,11
file_access,1712466438,4,0,14
file_access,1712511402,2,0,15
file_access,1712374240,5,0,18
login,1712482587,6,0,13
login,1712445706,6,0,14
login,1712345365,39,1,3
file_access,1712485552,4,0,12
file_access,1712459210,5,0,17
file_access,1712274088,8,0,10
login,1712464700,7,0,16
login,1712425080,1,0,13
file_access,1712303311,23,0,3
login,1712446450,4,0,8
file_access,1712319295,6,0,13
login,1712483764,6,0,8
login,1712446729,27,0,3
login,1712481324,2,0,8
login,1712505325,6,0,16
file_access,1712277024,25,1,0
file_access,1712391304,6,0,8
login,1712388718,3,0,13
login,1712476536,19,1,22
file_access,1712325020,5,0,12
login,1712319745,6,0,18
login,1712404974,5,0,12
login,1712287879,4,0,10
file_access,1712253280,16,1,2
file_access,1712389215,3,0,13
file_access,1712389286,6,0,15
login,1712506705,4,0,15
login,1712322728,1,0,15
login,1712485583,1,0,11
file_access,1712496370,5,0,13
file_access,1712384299,7,0,15
file_access,1712515296,3,0,18
login,1712472646,2,0,13
file_access,1712443334,5,0,12
file_access,1712264200,8,0,17
login,1712282956,6,0,12
file_access,1712483762,2,0,13
login,1712352646,5,0,15
file_access,1712352703,18,1,23
file_access,1712344720,6,0,9
file_access,1712390351,8,0,12
file_access,1712264368,5,0,12
login,1712366346,5,0,17
file_access,1712296624,3,0,9
login,1712481925,2,0,9
file_access,1712355788,1,0,13
file_access,1712423021,32,1,0
file_access,1712283328,2,0,12
file_access,1712428565,7,0,17
login,1712345260,5,0,11
file_access,1712321095,2,0,16
file_access,1712299604,1,0,18
login,1712356194,2,0,12
login,1712286208,1,0,11
login,1712361700,2,0,12
file_access,1712504648,1,0,17
file_access,1712315971,6,0,13
login,1712510270,38,0,2
file_access,1712496890,7,0,10
login,1712510500,6,0,9
file_access,1712394472,4,0,10
file_access,1712310782,2,0,10
file_access,1712462191,3,0,18
login,1712337904,6,0,9
login,1712413695,1,0,18
file_access,1712389420,2,0,18
login,1712357006,1,0,17
login,1712311028,1,0,15
login,1712324614,8,0,10
login,1712316530,2,0,8
login,1712349105,6,0,8
file_access,1712427808,7,0,9
file_access,1712357354,2,0,8
file_access,1712503968,40,1,2
login,1712343895,5,0,16
file_access,1712482464,5,0,11
login,1712376605,8,0,17
file_access,1712387542,1,0,13
file_access,1712344107,3,0,9
file_access,1712308800,31,0,2
login,1712482984,4,0,17
file_access,1712303436,8,0,15
file_access,1712363380,7,0,14
login,1712300788,7,0,14
login,1712401650,8,0,8
file_access,1712418080,7,0,14
file_access,1712491789,5,0,13
file_access,1712497352,6,0,13
file_access,1712497461,36,1,3
login,1712279170,1,0,8
file_access,1712432135,7,0,18
login,1712358456,8,0,14
file_access,1712478766,36,1,2
login,1712503474,4,0,15
file_access,1712292990,24,0,23
file_access,1712462656,39,1,22
file_access,1712520229,4,0,16
file_access,1712462848,17,1,0
login,1712380774,4,0,8
file_access,1712523320,8,0,11
file_access,1712263043,1,0,13
file_access,1712430328,2,0,8
login,1712383781,6,0,17
login,1712323480,2,0,17
login,1712315290,17,0,0
file_access,1712449886,4,0,8
file_access,1712433495,7,0,13
file_access,1712455564,4,0,16
file_access,1712364940,17,0,2
file_access,1712266000,8,0,13
file_access,1712505361,6,0,16
file_access,1712439424,6,0,15
login,1712467041,6,0,8
login,1712469892,2,0,13
file_access,1712508560,2,0,11
file_access,1712318508,8,0,13
file_access,1712293738,22,0,23
file_access,1712376512,2,0,18
login,1712453828,4,0,9
file_access,1712459440,2,0,12
file_access,1712404314,7,0,10
file_access,1712492772,3,0,17
login,1712321572,7,0,16
login,1712318852,6,0,14
file_access,1712462675,39,0,1
login,1712390854,6,0,8
file_access,1712280243,4,0,11
file_access,1712374384,5,0,15
file_access,1712266456,5,0,17
file_access,1712305260,1,0,15
login,1712296985,8,0,18
login,1712366320,5,0,12
file_access,1712527214,17,0,23
login,1712272124,1,0,11
login,1712402575,6,0,9
file_access,1712272176,5,0,9
file_access,1712413829,2,0,14
login,1712386126,6,0,17
login,1712266696,8,0,8
file_access,1712411280,1,0,13
login,1712517034,2,0,10
login,1712497674,1,0,12
file_access,1712344716,1,0,13
file_access,1712339200,2,0,11
file_access,1712272410,6,0,8
login,1712406164,5,0,18
file_access,1712397877,2,0,10
file_access,1712364492,1,0,8
file_access,1712512368,7,0,13
login,1712490160,6,0,8
login,1712280939,5,0,13
login,1712473616,1,0,10
login,1712417854,1,0,14
file_access,1712339700,5,0,12
file_access,1712267080,26,1,1
login,1712518744,8,0,11
login,1712401384,3,0,16
login,1712393062,5,0,8
login,1712451910,8,0,17
file_access,1712328800,1,0,11
file_access,1712326045,6,0,15
file_access,1712426962,1,0,13
file_access,1712488709,7,0,16
login,1712413104,3,0,16
file_access,1712486110,2,0,16
login,1712371166,7,0,10
file_access,1712444209,2,0,18
file_access,1712390944,7,0,12
login,1712270225,25,1,1
login,1712396700,8,0,15
file_access,1712495155,4,0,13
login,1712357472,1,0,13
login,1712470048,2,0,10
login,1712259094,1,0,11
file_access,1712304155,4,0,9
login,1712422464,6,0,14
file_access,1712307046,6,0,8
login,1712490254,5,0,9
login,1712293027,5,0,10
login,1712352280,5,0,18
file_access,1712499026,5,0,17
login,1712374964,2,0,17
file_access,1712335504,7,0,17
login,1712349672,6,0,18
file_access,1712349725,2,0,14
login,1712386516,7,0,17
file_access,1712409198,3,0,14
file_access,1712358368,32,1,22
file_access,1712431978,1,0,9
file_access,1712502810,22,1,23
login,1712406663,5,0,15
file_access,1712378416,2,0,17
file_access,1712338817,31,0,22
file_access,1712310526,5,0,15
login,1712477830,7,0,13
login,1712509124,7,0,12
file_access,1712398590,6,0,12
login,1712421364,8,0,16
login,1712401569,5,0,15
file_access,1712532280,1,0,15
login,1712384665,33,1,22
file_access,1712271050,5,0,15
file_access,1712356365,29,1,3
file_access,1712373484,1,0,14
login,1712271125,7,0,12
file_access,1712504522,8,0,11
login,1712350891,5,0,14
file_access,1712510432,5,0,13
file_access,1712433618,4,0,15
login,1712467900,6,0,18
login,1712410974,30,0,23
file_access,1712456680,27,1,0
file_access,1712485300,7,0,10
file_access,1712428320,2,0,17
login,1712491210,5,0,11
file_access,1712534152,2,0,10
login,1712539983,38,0,22
login,1712462936,5,0,10
login,1712340091,4,0,17
file_access,1712451680,1,0,10
login,1712351633,3,0,18
file_access,1712297308,3,0,18
login,1712260123,30,1,23
file_access,1712391888,2,0,18
login,1712540935,6,0,10
file_access,1712423548,2,0,9
login,1712291744,4,0,10
file_access,1712472460,16,1,23
file_access,1712486900,2,0,14
file_access,1712306190,2,0,9
file_access,1712487100,6,0,12
file_access,1712257440,3,0,16
login,1712398237,6,0,13
login,1712389684,1,0,14
file_access,1712358125,4,0,16
login,1712407072,5,0,17
file_access,1712300695,4,0,12
file_access,1712389948,2,0,11
file_access,1712271975,26,0,1
login,1712283520,6,0,9
login,1712387265,7,0,10
file_access,1712280696,4,0,13
login,1712502715,3,0,10
file_access,1712263448,8,0,14
login,1712422145,8,0,12
file_access,1712517460,7,0,17
login,1712488700,7,0,17
login,1712471472,36,1,22
login,1712315560,8,0,16
login,1712535240,4,0,13
file_access,1712468863,15,1,22
file_access,1712364844,8,0,17
file_access,1712416975,6,0,17
file_access,1712275244,6,0,9
file_access,1712327380,7,0,14
file_access,1712509872,4,0,16
file_access,1712263734,4,0,16
login,1712330410,8,0,10
file_access,1712289869,1,0,10
file_access,1712318900,5,0,12
login,1712420476,21,0,2
file_access,1712464082,6,0,18
login,1712327732,17,0,23
file_access,1712388760,2,0,9
login,1712342345,1,0,11
file_access,1712388890,1,0,10
file_access,1712522677,5,0,8
login,1712275608,1,0,8
login,1712310542,5,0,17
login,1712467720,7,0,10
file_access,1712316440,4,0,12
login,1712395104,7,0,12
file_access,1712383519,2,0,17
file_access,1712421464,32,0,23
file_access,1712360325,24,0,23
file_access,1712494516,7,0,10
file_access,1712340016,2,0,8
file_access,1712281704,8,0,17
login,1712308003,7,0,14
file_access,1712273000,5,0,15
login,1712360655,5,0,15
file_access,1712381164,6,0,13
file_access,1712281844,26,1,22
file_access,1712392984,1,0,14
file_access,1712466175,32,1,0
login,1712460414,28,0,1
login,1712480992,3,0,16
file_access,1712457664,37,1,1
file_access,1712369882,6,0,12
login,1712493000,4,0,12
file_access,1712449135,3,0,15
login,1712352464,8,0,12
file_access,1712510898,2,0,14
file_access,1712428852,8,0,8
login,1712543395,1,0,10
file_access,1712358544,1,0,17
login,1712261677,3,0,10
file_access,1712273450,7,0,15
login,1712364584,1,0,13
file_access,1712379340,6,0,8
file_access,1712529392,18,1,1
login,1712470664,1,0,18
file_access,1712320663,24,1,22
login,1712550336,15,1,1
login,1712473885,2,0,9
login,1712297218,2,0,14
file_access,1712391555,1,0,13
login,1712385724,5,0,12
file_access,1712300266,7,0,18
file_access,1712530400,7,0,18
login,1712412472,3,0,11
file_access,1712383024,4,0,8
file_access,1712264966,34,0,23
login,1712439274,22,1,23
file_access,1712267965,2,0,18
login,1712401008,26,0,23
file_access,1712371506,6,0,10
login,1712285782,6,0,17
login,1712439679,8,0,13
login,1712315440,7,0,9
file_access,1712392465,8,0,11
login,1712277012,5,0,14
login,1712552597,7,0,11
login,1712428228,2,0,14
file_access,1712277090,8,0,14
file_access,1712490668,2,0,17
login,1712303845,1,0,14
file_access,1712363240,2,0,8
file_access,1712336574,33,1,22
file_access,1712312860,4,0,10
file_access,1712289130,4,0,12
login,1712393180,3,0,13
file_access,1712509192,4,0,15
file_access,1712330856,1,0,14
file_access,1712301150,4,0,9
file_access,1712503552,7,0,10
login,1712357781,5,0,15
login,1712402504,39,1,0
login,1712316181,4,0,13
file_access,1712402640,3,0,10
login,1712363955,1,0,16
file_access,1712387866,3,0,12
file_access,1712375997,7,0,15
file_access,1712429768,8,0,11
file_access,1712477605,3,0,10
file_access,1712268678,5,0,9
file_access,1712474804,8,0,12
login,1712328484,5,0,9
login,1712274725,16,0,1
login,1712355480,7,0,11
file_access,1712259820,2,0,17
file_access,1712517152,15,0,1
file_access,1712358629,3,0,11
login,1712556286,7,0,18
